,index,carat,cut,color,clarity,depth,table,price,x,y,z
4411,26150,1.78,Premium,H,VS1,60.2,59.0,15460,7.83,7.96,4.75
4412,45637,0.25,Very Good,G,VVS1,61.8,57.0,525,4.04,4.07,2.5
4413,34819,0.3,Premium,H,VVS1,62.3,58.0,878,4.32,4.29,2.68
4414,33497,0.32,Ideal,F,VS2,62.1,57.0,828,4.38,4.35,2.71
4415,19964,1.59,Very Good,J,VS1,60.1,60.0,8515,7.56,7.59,4.55
4416,9720,1.01,Very Good,G,SI1,62.4,58.0,4653,6.39,6.44,4.0
4417,33999,0.42,Ideal,G,VS2,61.6,56.0,847,4.82,4.83,2.97
4418,2138,0.77,Very Good,G,VS2,62.8,59.0,3124,5.81,5.84,3.66
4419,45431,0.58,Ideal,E,VS2,61.9,56.0,1670,5.34,5.38,3.32
4420,20168,1.03,Premium,D,VVS2,61.7,59.0,8623,6.48,6.43,3.98
4421,29384,0.31,Premium,E,SI1,62.9,58.0,698,4.33,4.29,2.71
4422,5395,0.3,Premium,D,SI2,60.2,60.0,574,4.35,4.32,2.61
4423,43567,0.41,Ideal,G,IF,61.0,57.0,1431,4.81,4.79,2.93
4424,53343,0.7,Ideal,E,SI1,62.6,57.0,2656,5.64,5.67,3.54
4425,41927,0.4,Premium,D,VVS2,60.4,59.0,1263,4.76,4.77,2.88
4426,35736,0.3,Ideal,D,VS2,62.2,54.0,911,4.31,4.28,2.67
4427,9064,1.0,Fair,E,SI2,63.0,58.0,4516,6.35,6.26,3.97
4428,32227,0.31,Ideal,G,VVS1,61.9,54.0,789,4.35,4.37,2.7
4429,34684,0.4,Ideal,G,SI1,61.8,57.0,873,4.74,4.78,2.94
4430,51438,0.71,Very Good,E,SI2,61.9,63.0,2375,5.74,5.69,3.54
4431,18921,1.01,Good,E,VVS2,64.3,58.0,7769,6.34,6.28,4.06
4432,33153,0.31,Premium,G,VVS1,59.5,60.0,816,4.39,4.41,2.62
4433,42872,0.55,Ideal,G,SI2,61.6,56.0,1358,5.28,5.31,3.26
4434,38815,0.31,Premium,G,VVS1,62.6,61.0,1046,4.31,4.28,2.69
4435,38325,0.53,Ideal,H,SI2,61.9,54.0,1020,5.21,5.23,3.23
4436,8257,1.01,Ideal,I,VS2,64.1,58.0,4378,6.27,6.21,4.0
4437,1122,0.71,Ideal,H,VVS1,62.1,54.0,2918,5.7,5.76,3.56
4438,6288,0.97,Premium,F,SI2,58.9,58.0,4020,6.51,6.47,3.82
4439,173,0.6,Ideal,E,VS1,61.7,55.0,2774,5.41,5.44,3.35
4440,13571,1.0,Ideal,E,SI1,61.4,58.0,5555,6.41,6.43,3.94
4441,40918,0.39,Ideal,E,VVS1,60.4,56.0,1179,4.76,4.78,2.88
4442,25565,2.01,Fair,J,VS1,66.6,54.0,14402,7.76,7.92,5.22
4443,23685,1.52,Premium,F,SI1,62.6,59.0,11743,7.36,7.27,4.58
4444,21317,1.51,Ideal,I,VS2,59.9,56.0,9471,7.49,7.42,4.47
4445,42936,0.32,Ideal,H,VS2,62.2,57.0,505,4.36,4.38,2.72
4446,43547,0.53,Premium,H,VS2,59.4,59.0,1428,5.31,5.27,3.14
4447,34025,0.44,Very Good,D,SI1,62.9,58.0,849,4.82,4.85,3.04
4448,32248,0.31,Ideal,H,IF,61.2,56.0,789,4.36,4.4,2.68
4449,22146,2.01,Fair,H,SI2,64.9,56.0,10184,7.88,7.81,5.09
4450,50510,0.7,Good,I,VS1,64.3,58.0,2271,5.56,5.61,3.59
4451,53290,0.3,Premium,D,SI1,62.3,58.0,552,4.28,4.32,2.68
4452,16916,1.14,Ideal,H,VS2,62.6,53.0,6753,6.67,6.72,4.19
4453,48199,0.59,Very Good,D,VS2,63.2,57.0,1948,5.28,5.32,3.35
4454,25633,1.51,Premium,G,VS1,60.1,58.0,14507,7.48,7.45,4.49
4455,439,0.9,Fair,J,VS2,65.0,56.0,2815,6.08,6.04,3.94
4456,850,0.83,Ideal,E,SI2,62.2,57.0,2870,6.0,6.05,3.75
4457,3570,0.7,Good,E,VS1,58.4,61.0,3419,5.85,5.89,3.43
4458,1438,1.0,Fair,D,SI2,69.3,58.0,2974,5.96,5.87,4.1
4459,40212,0.41,Ideal,D,SI1,61.8,56.0,1122,4.78,4.73,2.94
4460,15610,1.21,Ideal,F,VS2,62.6,55.0,6261,6.81,6.74,4.24
4461,39022,0.43,Premium,F,VS1,59.9,58.0,1056,4.89,4.93,2.94
4462,12528,1.24,Premium,J,VS2,61.8,57.6,5265,6.84,6.88,4.24
4463,5835,0.95,Ideal,I,SI2,61.2,56.0,3918,6.33,6.37,3.89
4464,43913,0.31,Good,F,SI1,63.2,56.0,512,4.27,4.31,2.71
4465,8420,1.15,Very Good,I,SI2,62.0,58.0,4405,6.69,6.73,4.16
4466,20485,1.05,Ideal,D,VS1,60.5,57.0,8820,6.61,6.58,3.99
4467,28507,0.3,Fair,G,VS1,64.4,61.0,673,4.2,4.16,2.69
4468,2022,0.9,Premium,H,SI2,62.4,61.0,3105,6.11,6.03,3.79
4469,42204,0.5,Very Good,E,SI1,63.4,55.0,1289,5.02,5.1,3.21
4470,53875,1.04,Very Good,I,I1,61.6,61.0,2745,6.45,6.47,3.98
4471,28012,0.3,Premium,E,VS2,61.9,59.0,658,4.29,4.33,2.67
4472,36746,0.33,Ideal,F,VVS1,61.8,57.0,955,4.44,4.46,2.75
4473,27644,1.6,Ideal,F,VS1,60.5,57.0,18571,7.6,7.63,4.61
4474,53547,0.75,Very Good,F,SI1,63.7,58.0,2693,5.73,5.77,3.66
4475,43691,0.5,Good,F,VS2,63.2,58.0,1436,5.0,5.03,3.17
4476,36811,0.3,Premium,G,IF,62.9,58.0,956,4.25,4.21,2.66
4477,651,0.73,Very Good,E,SI1,57.7,61.0,2844,5.92,5.96,3.43
4478,22069,1.7,Premium,G,SI2,58.9,62.0,10091,7.79,7.72,4.57
4479,4513,1.02,Good,F,SI2,64.2,61.0,3633,6.3,6.21,4.02
4480,51957,0.79,Ideal,I,SI1,61.6,57.0,2442,5.94,6.0,3.68
4481,38296,0.3,Ideal,G,SI1,61.8,56.0,487,4.31,4.34,2.67
4482,5089,1.02,Fair,F,SI2,65.5,59.0,3754,6.27,6.24,4.1
4483,41262,0.34,Ideal,I,VS1,62.0,54.0,501,4.49,4.51,2.79
4484,49913,0.7,Ideal,F,SI2,61.1,56.0,2183,5.71,5.78,3.51
4485,39300,0.38,Premium,E,VS1,60.7,59.0,1069,4.7,4.65,2.84
4486,53664,0.72,Good,G,VS2,63.1,57.0,2708,5.71,5.74,3.61
4487,31168,0.41,Good,F,SI1,63.3,57.0,755,4.69,4.72,2.98
4488,35449,0.32,Ideal,E,VS2,62.1,55.0,900,4.4,4.36,2.72
4489,36380,0.44,Very Good,H,SI1,63.5,57.0,941,4.85,4.82,3.07
4490,29221,0.34,Ideal,I,IF,62.1,54.0,695,4.49,4.53,2.8
4491,22046,0.31,Good,I,VS1,63.7,55.0,628,4.33,4.3,2.75
4492,45650,0.38,Ideal,J,SI1,62.0,54.0,525,4.66,4.7,2.9
4493,42307,0.41,Ideal,F,VVS1,62.1,57.0,1295,4.75,4.79,2.96
4494,41031,0.41,Ideal,H,IF,62.1,56.0,1187,4.74,4.76,2.95
4495,44867,0.5,Ideal,D,VS2,62.0,56.0,1628,5.1,5.13,3.17
4496,31937,0.3,Ideal,F,VS2,62.3,57.0,776,4.33,4.3,2.69
4497,28468,0.27,Ideal,G,IF,61.0,56.0,672,4.17,4.19,2.55
4498,18747,1.2,Premium,G,VS2,61.6,59.0,7661,6.85,6.81,4.21
4499,1534,0.77,Ideal,E,SI1,62.5,56.0,3000,5.87,5.91,3.68
4500,19671,1.52,Good,G,SI2,63.0,61.0,8280,7.25,7.28,4.58
4501,14300,1.03,Premium,G,SI1,59.5,60.0,5791,6.6,6.54,3.91
4502,51111,0.75,Premium,D,SI2,60.6,56.0,2337,5.94,5.9,3.59
4503,3221,0.9,Good,G,SI2,58.5,61.0,3350,6.28,6.33,3.69
4504,46902,0.56,Ideal,D,SI1,62.3,56.0,1814,5.33,5.26,3.3
4505,16355,0.3,Premium,H,VS2,62.6,58.0,608,4.28,4.22,2.66
4506,3604,1.04,Good,J,SI2,64.2,59.0,3425,6.47,6.38,4.13
4507,17041,0.3,Very Good,E,VS2,60.7,63.0,612,4.32,4.35,2.63
4508,24311,2.0,Good,I,SI1,63.9,57.0,12554,8.01,7.91,5.09
4509,18337,1.5,Fair,E,SI2,65.8,57.0,7459,7.17,7.11,4.7
4510,3792,0.7,Good,D,VS1,60.4,62.0,3463,5.73,5.76,3.47
4511,12900,1.06,Ideal,H,VS2,61.2,55.0,5373,6.61,6.57,4.03
4512,28186,0.4,Good,D,SI2,63.4,56.0,666,4.67,4.73,2.98
4513,41074,0.41,Premium,F,VVS2,60.6,58.0,1192,4.84,4.79,2.92
4514,29115,0.34,Premium,H,VS2,61.9,60.0,689,4.46,4.42,2.75
4515,861,0.75,Ideal,I,SI1,61.8,55.0,2871,5.83,5.85,3.61
4516,21812,1.24,Very Good,F,VS1,59.0,60.0,9885,7.0,7.07,4.15
4517,17664,1.03,Ideal,G,VS1,62.0,57.0,7119,6.45,6.48,4.0
4518,30618,0.34,Premium,I,SI1,62.7,58.0,447,4.4,4.43,2.77
4519,47126,0.65,Premium,E,SI1,60.5,59.0,1828,5.61,5.49,3.36
4520,35641,0.31,Ideal,G,VVS2,61.9,55.0,907,4.36,4.33,2.69
4521,5522,0.9,Premium,G,VS2,62.9,62.0,3850,6.06,6.02,3.8
4522,5763,1.01,Premium,J,VVS2,62.7,59.0,3897,6.46,6.39,4.03
4523,20385,0.31,Premium,G,VS1,59.5,59.0,625,4.4,4.47,2.64
4524,41537,0.42,Ideal,D,VS1,62.1,56.0,1235,4.82,4.78,2.98
4525,12532,1.12,Premium,H,SI1,62.2,60.0,5266,6.59,6.65,4.12
4526,31443,0.34,Ideal,G,VS2,62.1,57.0,765,4.5,4.46,2.78
4527,5653,0.9,Good,F,SI1,63.6,59.0,3881,6.12,6.07,3.88
4528,38442,0.45,Fair,G,VS1,66.3,56.0,1027,4.82,4.65,3.14
4529,11868,1.16,Ideal,I,SI1,62.4,57.0,5107,6.71,6.75,4.2
4530,2069,0.32,Premium,E,SI1,61.9,59.0,561,4.36,4.39,2.71
4531,465,1.0,Premium,H,I1,61.3,60.0,2818,6.43,6.39,3.93
4532,19412,1.22,Premium,G,VS2,60.9,57.0,8067,6.94,6.89,4.21
4533,21011,1.17,Ideal,G,VVS2,60.6,56.0,9225,6.87,6.84,4.15
4534,40433,0.5,Fair,H,VS1,66.3,55.0,1136,4.86,4.91,3.24
4535,13321,1.0,Premium,E,SI1,61.6,59.0,5500,6.38,6.41,3.94
4536,34240,0.4,Premium,D,SI2,62.4,58.0,855,4.73,4.69,2.94
4537,24211,2.1,Premium,J,VS2,58.3,54.0,12401,8.49,8.45,4.94
4538,22177,1.51,Good,G,SI1,58.8,62.0,10216,7.4,7.49,4.38
4539,36675,0.3,Ideal,D,VVS2,59.5,56.0,950,4.42,4.38,2.62
4540,29788,0.3,Premium,D,SI1,60.6,60.0,709,4.32,4.3,2.61
4541,47172,0.7,Very Good,J,SI1,58.4,62.0,1836,5.85,5.87,3.42
4542,38351,0.51,Premium,J,VS2,61.5,58.0,1020,5.14,5.1,3.15
4543,50857,0.72,Ideal,I,VS2,61.6,55.0,2312,5.76,5.78,3.55
4544,24652,1.7,Premium,H,VS2,61.9,60.0,12992,7.61,7.57,4.7
4545,33732,0.39,Ideal,E,VS2,60.9,55.0,839,4.73,4.76,2.89
4546,25073,1.5,Good,G,VS1,63.8,58.0,13596,7.12,7.21,4.57
4547,25495,1.57,Ideal,G,VS2,61.7,56.0,14283,7.42,7.49,4.6
4548,16358,0.3,Good,D,VS2,64.1,57.0,608,4.25,4.21,2.71
4549,36925,0.41,Premium,G,VS1,61.9,58.0,961,4.78,4.75,2.95
4550,5306,0.97,Ideal,H,SI2,61.6,56.0,3802,6.39,6.36,3.93
4551,26876,1.73,Very Good,G,VS2,62.9,58.0,16807,7.58,7.65,4.79
4552,53799,0.66,Ideal,F,VVS2,61.2,57.0,2732,5.63,5.58,3.43
4553,26952,1.75,Premium,F,VS2,61.4,58.0,17017,7.72,7.76,4.75
4554,41820,0.85,Fair,H,I1,66.9,54.0,1250,5.98,5.75,3.94
4555,13660,1.0,Good,F,VS2,62.5,57.0,5592,6.34,6.42,3.99
4556,23392,0.4,Ideal,J,VS1,62.6,55.0,631,4.71,4.75,2.96
4557,33676,0.32,Ideal,E,VVS2,60.8,56.0,837,4.43,4.45,2.7
4558,34322,0.4,Ideal,G,VS2,62.1,58.0,859,4.68,4.72,2.92
4559,21279,1.06,Very Good,F,IF,60.6,56.0,9433,6.62,6.69,4.03
4560,28515,0.32,Ideal,I,IF,60.8,54.0,673,4.44,4.47,2.71
4561,17525,1.11,Premium,G,VS2,61.5,58.0,7055,6.69,6.62,4.09
4562,194,0.7,Premium,E,SI1,61.2,57.0,2777,5.73,5.68,3.49
4563,31628,0.3,Ideal,H,SI1,62.2,57.0,450,4.27,4.31,2.67
4564,8970,0.9,Very Good,F,VS2,63.2,58.0,4504,6.11,6.16,3.88
4565,7680,1.0,Ideal,F,SI2,61.8,57.0,4274,6.45,6.36,3.96
4566,44108,0.51,Ideal,G,VS2,61.3,55.0,1557,5.16,5.19,3.17
4567,5792,1.23,Ideal,H,I1,61.9,61.0,3905,6.85,6.79,4.22
4568,11300,1.54,Premium,H,I1,62.0,60.0,4980,7.32,7.4,4.56
4569,1444,0.83,Premium,G,SI1,61.6,59.0,2975,6.02,5.99,3.7
4570,9932,1.05,Very Good,H,SI1,63.5,57.0,4692,6.47,6.44,4.1
4571,3067,0.81,Premium,F,SI1,61.6,58.0,3311,5.96,5.92,3.66
4572,3617,0.77,Premium,D,VS2,61.3,60.0,3428,5.92,5.89,3.62
4573,37076,0.41,Premium,F,SI1,62.6,55.0,969,4.78,4.74,2.98
4574,13996,1.19,Very Good,H,SI1,63.3,55.0,5698,6.76,6.69,4.26
4575,19922,1.03,Premium,D,VVS2,61.7,59.0,8469,6.43,6.48,3.98
4576,5847,1.0,Very Good,G,SI2,63.3,56.0,3920,6.38,6.29,4.01
4577,673,0.76,Premium,D,SI1,61.1,59.0,2847,5.93,5.88,3.61
4578,34203,0.33,Premium,F,VS2,61.9,57.0,854,4.44,4.42,2.74
4579,12800,0.7,Ideal,E,VVS1,61.9,56.0,5338,5.66,5.69,3.51
4580,19753,1.06,Premium,G,VVS1,61.1,58.0,8319,6.57,6.53,4.0
4581,33603,0.31,Very Good,D,SI2,61.5,60.0,462,4.31,4.34,2.66
4582,26133,2.2,Very Good,I,SI2,60.2,60.0,15424,8.42,8.49,5.09
4583,53544,0.72,Very Good,D,SI2,61.3,59.0,2692,5.74,5.78,3.53
4584,33995,0.42,Ideal,H,VS1,61.4,56.0,847,4.82,4.85,2.97
4585,12781,1.03,Premium,F,VS2,60.5,59.0,5330,6.6,6.52,3.97
4586,24296,1.51,Ideal,F,SI1,62.8,57.0,12545,7.28,7.33,4.59
4587,31907,0.3,Premium,G,VS1,61.9,59.0,776,4.32,4.28,2.66
4588,41562,0.51,Ideal,G,SI1,61.7,54.0,1237,5.14,5.2,3.19
4589,25400,1.64,Premium,E,SI1,59.5,58.0,14107,7.64,7.72,4.57
4590,22674,1.24,Ideal,G,VVS1,62.3,56.0,10724,6.86,6.89,4.28
4591,53388,0.76,Very Good,H,SI1,61.6,58.0,2663,5.88,5.91,3.63
4592,27811,0.28,Ideal,G,VVS1,61.8,55.0,650,4.19,4.23,2.6
4593,52383,0.57,Ideal,E,VVS2,61.0,57.0,2507,5.37,5.36,3.27
4594,2418,0.91,Fair,H,SI1,64.4,60.0,3180,6.1,6.07,3.92
4595,26064,1.65,Ideal,G,VS1,62.3,55.0,15281,7.56,7.6,4.72
4596,22446,1.39,Very Good,G,VS2,62.6,56.0,10476,7.08,7.11,4.44
4597,30396,0.32,Premium,G,VVS2,61.6,60.0,730,4.37,4.4,2.7
4598,8478,1.01,Good,F,SI2,63.9,54.0,4416,6.33,6.44,4.08
4599,2110,0.85,Ideal,G,SI1,60.4,56.0,3118,6.26,6.17,3.75
4600,37843,0.33,Ideal,D,VS2,62.5,55.0,1002,4.45,4.41,2.77
4601,20029,0.32,Very Good,J,VS1,60.6,59.0,421,4.42,4.46,2.69
4602,49834,0.72,Very Good,H,SI1,63.7,57.0,2168,5.66,5.7,3.62
4603,20770,1.25,Premium,G,VS1,61.8,58.0,9009,6.91,6.94,4.28
4604,33582,0.44,Premium,F,SI2,62.8,60.0,832,4.86,4.82,3.04
4605,44939,0.56,Ideal,G,SI1,61.2,54.0,1633,5.36,5.32,3.27
4606,31963,0.26,Very Good,E,VS2,62.1,56.0,452,4.11,4.13,2.56
4607,26678,0.26,Very Good,I,VVS2,62.7,55.0,427,4.09,4.12,2.57
4608,42854,0.41,Premium,D,VVS2,61.2,62.0,1356,4.82,4.78,2.94
4609,22120,1.51,Ideal,E,SI2,62.6,53.0,10147,7.4,7.32,4.61
4610,41591,0.23,Very Good,G,VS1,62.2,55.0,391,3.93,3.95,2.45
4611,52024,0.53,Ideal,F,IF,62.4,55.0,2447,5.2,5.19,3.24
4612,25347,1.76,Ideal,I,VVS2,60.2,58.0,14065,7.84,7.87,4.73
4613,16476,1.34,Premium,G,SI2,61.7,58.0,6583,7.1,7.04,4.36
4614,5996,0.91,Premium,D,SI2,61.2,58.0,3958,6.21,6.25,3.81
4615,46164,0.5,Ideal,E,VS2,62.2,54.0,1746,5.11,5.08,3.17
4616,42749,0.51,Very Good,G,VS2,62.6,57.0,1343,5.1,5.15,3.21
4617,33886,0.3,Ideal,E,VS2,62.8,56.0,844,4.32,4.28,2.7
4618,17717,0.5,Fair,F,I1,71.0,57.0,613,4.87,4.79,3.43
4619,49258,0.7,Very Good,G,SI1,63.3,57.0,2088,5.58,5.63,3.55
4620,27057,0.28,Premium,G,VVS2,60.2,60.0,646,4.26,4.24,2.56
4621,43079,0.5,Ideal,F,SI1,62.7,57.0,1378,5.09,5.06,3.18
4622,22715,1.01,Premium,D,VVS2,62.4,58.0,10732,6.39,6.44,4.0
4623,7530,1.01,Good,F,SI2,63.7,59.0,4242,6.38,6.28,4.03
4624,6990,0.9,Very Good,H,VS2,61.8,56.0,4155,6.18,6.25,3.84
4625,44588,0.59,Ideal,E,SI1,62.0,57.0,1607,5.36,5.39,3.33
4626,39070,0.4,Good,E,VVS2,58.5,60.0,1059,4.82,4.86,2.83
4627,24379,0.32,Good,E,VS1,64.3,59.0,638,4.28,4.34,2.77
4628,962,0.71,Ideal,E,VS2,61.6,56.0,2891,5.74,5.76,3.54
4629,32760,0.34,Premium,I,VVS1,62.4,59.0,803,4.44,4.4,2.76
4630,16470,1.0,Ideal,F,VS2,61.7,54.0,6580,6.42,6.39,3.95
4631,49044,0.7,Premium,G,SI2,61.8,61.0,2056,5.66,5.63,3.49
4632,17192,1.18,Very Good,I,IF,63.3,58.0,6867,6.69,6.73,4.25
4633,16469,1.2,Very Good,G,VS2,63.3,57.0,6580,6.69,6.64,4.22
4634,484,0.73,Premium,E,SI1,62.2,59.0,2821,5.77,5.68,3.56
4635,22468,1.6,Very Good,I,VS2,60.0,60.0,10497,7.55,7.59,4.54
4636,23141,1.51,Very Good,H,VS1,61.8,59.0,11161,7.27,7.32,4.51
4637,7652,0.9,Ideal,G,VS2,62.6,57.0,4269,6.14,6.2,3.86
4638,3939,0.9,Fair,H,VS1,65.9,60.0,3500,5.99,5.96,3.94
4639,28752,0.31,Very Good,E,VS2,62.6,56.0,680,4.3,4.33,2.7
4640,37206,0.34,Ideal,G,IF,61.5,55.0,974,4.51,4.53,2.78
4641,46016,0.53,Premium,E,VS2,61.4,55.0,1727,5.24,5.21,3.21
4642,6904,0.9,Good,G,VS2,64.4,62.0,4135,5.97,6.02,3.86
4643,36477,0.43,Premium,G,VS1,61.8,59.0,943,4.83,4.88,3.0
4644,6497,0.89,Ideal,G,VVS2,61.7,55.0,4062,6.22,6.19,3.83
4645,14812,1.2,Ideal,E,SI2,62.5,55.0,5964,6.77,6.84,4.25
4646,49735,0.72,Ideal,J,SI1,62.3,55.0,2154,5.73,5.76,3.58
4647,47990,0.32,Good,F,SI1,63.2,55.0,533,4.37,4.4,2.77
4648,28972,0.25,Good,F,VS1,63.6,57.0,435,4.01,4.04,2.56
4649,37839,0.33,Ideal,D,VS2,62.3,56.0,1002,4.46,4.43,2.77
4650,11742,1.1,Very Good,E,SI2,63.0,56.0,5073,6.59,6.55,4.14
4651,40242,0.37,Ideal,E,VS1,61.2,56.0,1124,4.67,4.64,2.85
4652,51582,0.73,Very Good,H,SI1,59.5,58.0,2393,5.85,5.91,3.5
4653,4704,0.9,Very Good,F,SI1,63.6,58.0,3679,6.1,6.13,3.89
4654,26891,2.04,Premium,D,SI2,61.8,60.0,16872,8.09,8.13,5.01
4655,22506,1.51,Very Good,D,SI2,61.7,59.0,10546,7.28,7.35,4.51
4656,28600,0.3,Very Good,E,SI1,63.1,53.0,675,4.32,4.27,2.71
4657,15004,1.03,Ideal,F,SI1,61.3,57.0,6044,6.47,6.53,3.98
4658,43724,0.51,Very Good,G,VS2,62.9,54.0,1438,5.08,5.12,3.21
4659,35711,0.3,Premium,D,VS2,60.9,58.0,911,4.35,4.32,2.64
4660,21590,1.12,Ideal,D,VS1,61.1,57.0,9694,6.68,6.75,4.1
4661,43164,0.42,Ideal,D,VVS2,62.1,55.0,1389,4.81,4.79,2.98
4662,44856,0.5,Very Good,D,VS2,63.4,57.0,1627,5.05,5.08,3.21
4663,26225,1.52,Good,E,VS1,63.9,56.0,15649,7.21,7.25,4.62
4664,44780,0.52,Premium,E,VS2,60.6,58.0,1622,5.23,5.2,3.16
4665,8468,1.01,Very Good,F,SI2,60.0,59.0,4416,6.48,6.61,3.93
4666,15452,1.0,Good,G,VS1,63.9,60.0,6187,6.3,6.35,4.04
4667,23628,1.6,Ideal,G,SI1,62.1,56.0,11651,7.51,7.48,4.65
4668,47550,0.64,Very Good,G,VS2,62.7,59.0,1873,5.44,5.5,3.43
4669,19421,1.51,Premium,H,SI2,62.8,60.0,8074,7.26,7.22,4.55
4670,48954,0.7,Very Good,H,SI1,63.0,55.0,2048,5.59,5.64,3.54
4671,9129,0.9,Fair,F,VS2,59.5,67.0,4536,6.29,6.24,3.73
4672,53580,0.74,Very Good,F,SI1,61.7,55.0,2698,5.83,5.87,3.61
4673,2132,0.9,Very Good,G,SI2,64.2,56.0,3123,6.04,6.11,3.9
4674,41189,0.44,Ideal,G,VVS1,61.3,56.0,1202,4.91,4.93,3.01
4675,40831,0.46,Very Good,G,VS2,61.3,56.0,1172,4.98,5.0,3.06
4676,9061,1.0,Fair,E,SI2,65.2,59.0,4516,6.28,6.27,4.09
4677,45295,0.51,Premium,E,VS2,60.6,58.0,1662,5.15,5.12,3.11
4678,11262,0.91,Premium,E,VS1,62.8,60.0,4969,6.11,6.08,3.83
4679,42066,0.62,Premium,E,SI2,60.7,58.0,1271,5.53,5.51,3.35
4680,26348,0.32,Ideal,F,VS2,61.2,56.0,645,4.41,4.44,2.71
4681,32418,0.41,Very Good,D,SI1,62.9,58.0,791,4.7,4.75,2.97
4682,24224,1.24,Ideal,D,VS1,61.6,55.0,12417,6.92,6.9,4.26
4683,17407,1.2,Very Good,F,SI1,62.7,58.0,6973,6.74,6.72,4.22
4684,15469,1.54,Premium,J,VS1,60.9,61.0,6194,7.49,7.45,4.55
4685,9506,1.16,Fair,G,SI1,65.9,55.0,4612,6.54,6.51,4.3
4686,28385,0.33,Premium,I,VS1,61.6,60.0,668,4.45,4.42,2.73
4687,4877,0.73,Ideal,E,VVS2,62.0,57.0,3714,5.79,5.73,3.57
4688,14701,0.3,Ideal,G,VS1,61.4,55.0,605,4.31,4.36,2.66
4689,10289,1.03,Premium,E,SI2,61.8,59.0,4758,6.42,6.47,3.98
4690,13883,0.9,Very Good,G,VVS2,62.1,57.0,5653,6.14,6.2,3.84
4691,12387,0.33,Ideal,H,VS1,61.9,55.0,598,4.46,4.49,2.77
4692,45370,0.53,Ideal,G,SI1,61.6,57.0,1665,5.19,5.24,3.21
4693,9767,1.06,Ideal,G,SI2,61.0,57.0,4662,6.61,6.56,4.02
4694,17891,1.24,Ideal,H,VS1,62.6,54.0,7222,6.88,6.84,4.29
4695,4678,0.7,Ideal,G,IF,60.2,57.0,3672,5.78,5.84,3.5
4696,12487,1.06,Ideal,H,SI1,61.7,60.0,5255,6.48,6.52,4.01
4697,33652,0.39,Premium,H,SI1,62.0,60.0,834,4.71,4.65,2.9
4698,18359,1.11,Ideal,G,VS2,62.0,56.0,7472,6.62,6.65,4.12
4699,52654,0.73,Ideal,G,SI1,60.1,57.0,2548,5.87,5.91,3.54
4700,29944,0.27,Very Good,H,VVS2,61.2,58.0,445,4.16,4.2,2.56
4701,37791,0.3,Ideal,D,VVS1,61.1,57.0,1000,4.34,4.36,2.66
4702,16889,1.2,Ideal,G,SI1,62.2,58.0,6741,6.77,6.84,4.23
4703,13943,1.21,Very Good,I,SI1,61.8,59.0,5672,6.75,6.78,4.18
4704,45438,0.57,Premium,E,VS2,62.9,57.0,1672,5.29,5.24,3.31
4705,13035,0.38,Very Good,F,SI2,61.0,61.0,600,4.61,4.67,2.83
4706,5751,1.01,Good,F,SI2,61.5,61.0,3895,6.33,6.38,3.91
4707,52085,0.77,Premium,H,SI1,61.6,60.0,2457,5.91,5.87,3.59
4708,1232,0.8,Good,F,SI1,63.8,59.0,2941,5.83,5.87,3.73
4709,8383,0.35,Ideal,F,SI1,62.4,55.0,583,4.52,4.55,2.83
4710,47845,0.53,Ideal,F,VS1,61.8,56.0,1908,5.22,5.2,3.22
4711,38207,0.43,Ideal,F,SI1,61.8,56.0,1016,4.87,4.84,3.0
4712,24753,2.03,Good,D,SI2,63.1,59.0,13109,8.12,7.99,5.08
4713,25258,2.26,Premium,H,SI2,61.1,57.0,13885,8.45,8.4,5.15
4714,52229,0.75,Premium,D,SI1,61.3,59.0,2484,5.89,5.82,3.59
4715,26647,2.05,Premium,H,SI2,62.5,58.0,16431,8.12,8.08,5.06
4716,35671,0.4,Good,G,VS2,62.8,54.4,909,4.67,4.7,2.94
4717,27038,0.32,Premium,F,VS2,60.7,58.0,645,4.41,4.45,2.69
4718,39157,0.35,Ideal,E,VS1,61.9,56.0,1063,4.53,4.51,2.8
4719,20632,1.36,Ideal,G,SI1,61.0,56.0,8927,7.17,7.2,4.38
4720,50376,0.6,Ideal,H,VS1,61.3,55.0,2250,5.47,5.49,3.36
4721,43025,0.46,Premium,E,VS1,61.9,58.0,1372,4.91,4.94,3.05
4722,41087,0.41,Premium,F,VVS2,62.4,58.0,1192,4.76,4.7,2.95
4723,21850,1.3,Premium,F,VS2,60.4,59.0,9909,7.06,7.12,4.28
4724,31082,0.31,Very Good,E,VVS1,60.3,57.0,752,4.41,4.44,2.67
4725,4859,1.16,Premium,D,I1,61.8,59.0,3711,6.78,6.74,4.18
4726,35364,0.38,Premium,H,VS2,60.6,58.0,898,4.7,4.68,2.84
4727,37747,0.43,Very Good,G,VS1,59.3,58.0,998,4.97,5.02,2.96
4728,1181,0.71,Ideal,G,VS1,62.6,57.0,2930,5.67,5.7,3.56
4729,9468,1.07,Ideal,J,VS2,61.6,56.3,4602,6.55,6.59,4.04
4730,35263,0.3,Ideal,E,VVS1,61.8,56.0,895,4.3,4.31,2.66
4731,4315,0.78,Ideal,D,VS2,61.7,57.0,3595,5.87,5.93,3.64
4732,16048,0.3,Premium,H,VS2,61.1,61.0,608,4.33,4.31,2.64
4733,53687,0.74,Ideal,I,VVS1,62.3,55.0,2715,5.77,5.82,3.61
